id,genre_id
ts20457,7
tm178201,3
tm178201,2
tm178201,4
tm36237,3
tm36237,1
tm36237,2
tm36237,4
tm40319,1
tm40319,4
tm40319,2
tm40319,3
ts6506,1
ts6506,2
ts6506,11
ts6506,9
ts9794,7
ts9794,16
ts9794,13
ts33338,1
ts33338,2
ts33338,4
ts33338,5
tm39896,7
tm39896,6
tm39896,14
tm74848,15
tm74848,4
tm74848,3
tm74848,2
ts27468,15
ts27468,3
ts27468,16
ts27468,7
ts27468,13
ts20500,7
ts20500,2
ts20500,1
tm168921,16
tm168921,13
tm168921,3
tm168921,7
tm168921,6
tm160132,1
tm160132,13
tm160132,18
tm49592,1
tm49592,7
tm49592,9
tm167232,4
tm167232,3
tm167232,5
tm38980,6
tm38980,3
tm38980,13
tm38980,16
tm38980,4
tm38980,15
tm38980,7
tm38980,1
tm38980,5
ts20556,17
ts20556,9
ts20556,0
ts20556,7
tm69926,3
tm69926,7
tm69926,18
tm60844,3
tm60844,6
tm60844,16
tm60844,14
tm60844,8
tm60844,1
ts9246,15
ts9246,3
ts9246,6
ts9246,14
ts9246,13
ts9246,16
ts9246,1
ts27835,0
ts20648,3
ts20648,15
ts18551,7
ts18551,1
ts18551,5
tm62210,3
tm62210,1
tm62210,11
tm62210,8
tm106278,9
tm106278,7
tm106278,1
tm182586,1
ts36647,7
ts36647,1
ts36647,5
ts81858,7
ts81858,13
ts81858,16
ts81858,1
ts81858,14
ts81858,4
ts34740,15
ts34740,3
ts34740,7
ts34740,6
ts34740,14
tm176507,7
tm176507,0
tm176507,3
ts21081,2
ts21081,1
ts21081,4
ts21081,11
ts27586,15
ts27586,3
ts27586,16
ts27586,7
ts27586,6
ts19779,13
ts19779,16
ts19779,7
ts22249,7
ts22249,16
ts22249,18
tm178395,14
tm173195,1
tm173195,4
tm173195,14
tm69386,1
tm69386,7
tm69386,9
tm69386,12
tm174683,1
tm174683,16
tm174683,13
tm174683,7
tm174683,6
tm72845,7
tm72845,0
ts34921,15
ts34921,16
ts34921,3
tm170758,16
tm170758,7
tm170758,13
tm170758,6
tm174256,6
tm174256,4
tm174256,14
tm174256,1
tm174256,9
tm56296,12
tm56296,7
tm56296,15
tm160371,7
tm160371,6
tm160371,9
tm183547,15
tm183547,7
tm183547,13
tm183547,16
ts34737,1
ts34737,2
ts34737,3
ts34737,4
tm59590,3
tm59590,16
tm59590,6
ts34151,15
ts34151,3
ts34151,16
ts34151,7
ts34151,2
tm161904,1
tm161904,0
tm44165,1
tm44165,13
tm44165,6
tm53034,7
ts32460,1
ts26776,3
ts26776,7
ts26776,15
ts26776,13
ts26776,6
ts26776,16
tm164353,1
tm164353,3
tm164353,2
ts39093,7
ts39093,1
ts33349,16
ts33349,7
ts33349,13
ts33349,6
tm38064,3
tm38064,1
tm38064,6
tm38064,16
tm38064,14
tm182125,9
tm182125,1
tm182125,7
ts55532,16
ts55532,5
tm57436,0
tm72251,7
tm53625,0
ts191698,13
ts191698,12
ts191698,16
ts45996,17
ts45996,0
tm160361,13
tm160361,9
tm160361,7
tm160361,1
tm34331,1
tm183039,7
tm183039,0
ts35426,16
ts35426,5
ts58528,17
tm177258,7
tm177258,3
tm177258,2
tm177258,4
tm174190,0
tm174190,18
tm68436,1
tm68436,9
tm68436,7
tm65765,4
tm65765,3
tm65765,2
tm65765,1
tm179451,4
tm179451,7
tm179451,1
tm177044,3
tm177044,7
tm177044,14
tm177044,4
tm177044,16
tm177044,6
tm49451,7
tm1096916,0
tm176128,9
tm176128,7
tm67444,7
tm183176,1
tm183176,13
tm183176,18
tm40860,7
tm40860,12
tm40860,13
tm35700,1
tm35700,2
tm35700,18
tm35700,4
tm35700,3
tm170395,1
tm170395,8
tm170395,3
tm170395,4
tm169053,1
tm169053,2
tm53395,7
tm53395,13
tm183037,3
tm183037,4
tm183037,2
tm183037,5
tm177958,9
tm177958,1
tm177958,7
tm177958,5
ts6879,1
tm178106,7
tm178106,1
tm178106,13
tm57610,2
tm57610,4
tm57610,1
tm57610,6
tm169354,1
tm176111,4
tm176111,1
tm176111,9
tm176111,7
tm59372,3
tm59372,16
tm59372,1
tm161804,1
tm159593,1
tm159593,4
tm159593,2
ts39112,3
ts39112,16
ts39112,7
ts39112,13
tm44615,13
tm44615,7
tm44615,1
tm44615,18
tm54780,15
tm54780,16
tm54780,3
ts167724,7
ts99814,7
ts99814,16
tm175909,1
tm175909,7
ts158608,17
tm57382,7
tm59289,3
tm59289,7
tm59289,2
tm47171,1
tm47171,6
tm47171,7
tm165712,7
tm165712,12
tm48239,1
tm48239,9
tm48239,7
tm160021,1
tm160021,9
tm54371,1
tm54371,3
tm172883,4
tm172883,3
tm172883,2
tm172883,1
tm172883,5
tm174518,1
tm174518,3
tm174518,9
tm174518,7
tm70528,7
tm70528,1
tm74031,1
tm74031,7
tm181856,7
tm181856,0
tm38013,4
tm38013,3
tm38013,2
tm42306,9
tm42306,7
ts32561,7
ts32561,1
ts32561,9
tm39606,1
tm39606,7
tm39606,9
tm167241,1
tm167241,14
tm167241,4
ts37864,1
ts37864,11
ts37864,9
tm71992,4
tm71992,3
tm31948,1
tm31948,4
tm31948,2
tm166810,1
tm166810,4
tm37573,9
tm37573,7
tm69915,1
tm164090,7
tm164090,0
tm37175,7
tm66725,7
tm166740,16
tm166740,3
tm166740,6
tm200838,16
ts44064,7
ts44064,1
ts44064,9
tm169128,15
tm169128,16
tm169128,13
tm169128,6
tm172353,4
tm172353,3
tm172353,7
tm172353,2
tm34746,7
tm29400,1
tm53360,4
tm53360,1
tm53360,2
tm53360,3
tm180532,1
tm180532,4
tm180532,3
tm180532,2
tm34142,3
tm34142,4
tm34142,2
ts27875,16
ts27875,13
tm162592,1
ts41114,1
tm70652,3
tm70652,4
tm339197,16
tm172211,1
tm1077038,16
tm57256,7
tm529723,16
ts128422,1
tm53829,2
tm53829,3
tm53829,7
tm51412,7
tm38331,9
tm38331,1
tm481620,16
tm30278,3
tm30278,4
tm165932,1
tm165932,4
tm165932,3
tm63368,0
tm63368,11
tm161632,7
tm182026,6
tm182026,1
tm182026,13
tm182026,3
tm235979,7
tm235979,2
tm235979,1
tm946846,1
tm181366,1
tm60213,1
tm481509,16
tm159623,9
tm159623,1
tm159623,4
ts60663,13
ts60663,1
tm34646,7
tm34646,1
ts39465,1
ts39465,7
ts39465,9
ts69208,1
tm224577,7
tm224577,9
tm172504,1
tm172504,9
tm172504,8
tm172504,5
ts20110,2
ts20110,1
ts20110,5
ts20837,15
ts20837,9
ts20837,1
ts20837,6
ts20682,3
ts20682,15
ts20682,16
ts20682,14
ts20682,1
ts20682,6
ts20824,15
ts20824,1
ts20824,6
ts20824,14
ts1639,4
ts1639,1
ts1639,2
ts20351,17
ts20351,9
ts20351,5
ts11188,1
ts11188,15
ts11188,13
ts11188,16
ts11188,3
tm140389,7
tm140389,13
tm140389,6
tm140389,16
tm140389,5
ts20248,1
ts20248,6
ts20248,11
tm150928,14
tm150928,4
tm140877,4
tm140877,1
tm140877,8
ts8146,15
ts8146,1
ts8146,3
tm176864,1
tm176864,3
tm176864,18
tm176864,5
tm151663,4
tm151663,2
tm151663,1
ts16045,17
tm145655,7
tm145655,1
tm160621,14
tm160621,4
ts20292,1
ts20292,15
ts20292,4
ts20292,3
ts20292,2
tm134967,3
tm134967,16
tm134967,7
tm134967,13
tm134967,6
tm183523,3
tm183523,1
tm183523,4
ts6,1
tm148147,1
tm148147,0
tm148147,9
tm148147,2
tm143227,1
tm143227,7
tm143227,12
tm143227,9
ts21374,2
ts21374,1
ts21374,4
ts14583,7
ts14583,1
ts14583,16
tm169719,1
tm169719,18
tm182429,3
tm182429,4
tm182429,1
ts20261,8
ts20261,4
ts20261,1
tm175843,15
tm175843,4
tm175843,14
tm175843,0
tm163686,1
tm163686,7
tm163686,5
ts21367,1
ts21367,7
ts20108,7
ts20108,13
ts20108,3
ts20108,15
ts20108,4
ts20108,1
tm180572,14
tm180572,4
tm151807,14
tm151807,4
tm151764,9
tm151764,7
tm151764,1
ts20823,1
ts20823,7
ts20823,2
tm153284,1
tm153284,15
tm153284,4
tm153284,9
ts32218,3
ts32218,15
ts32218,13
ts32218,7
ts32218,1
ts35682,1
ts35682,4
ts35682,2
tm165967,1
tm165967,11
ts20791,3
ts20791,7
ts20791,1
ts20791,14
ts20791,9
ts20791,15
tm161525,4
tm161525,14
tm168400,3
tm168400,1
tm168400,2
tm168400,4
tm168400,5
tm161282,13
tm161282,16
tm161282,3
tm161282,7
tm161282,15
ts20280,3
ts20280,1
ts20280,11
ts20280,0
tm148671,1
tm148671,4
tm148671,3
tm148671,2
tm171042,4
tm171042,2
tm171042,1
tm171042,14
tm171042,3
tm171042,5
tm178712,7
tm178712,14
ts20288,15
ts20288,3
ts20288,2
ts20288,6
ts20288,14
ts20281,16
ts20281,13
ts20281,6
tm187279,1
tm187279,7
tm187279,5
tm165521,3
tm165521,4
tm165521,5
tm141648,3
tm141648,6
ts314002,15
ts314002,3
ts314002,16
ts314002,7
ts314002,6
tm176630,1
tm176630,5
ts32060,7
ts32060,1
ts32060,13
tm184608,4
tm184608,14
tm187979,16
tm187979,15
tm187979,1
tm187979,7
tm187979,13
tm187979,6
tm171228,12
ts2727,1
ts2727,7
ts2727,5
ts20790,7
ts20790,1
ts20790,9
tm161029,3
tm161029,13
tm161029,16
tm161029,9
tm161029,7
tm161029,6
tm161029,11
tm161029,15
ts20014,16
ts20014,15
ts20014,6
ts20014,9
ts20014,3
ts20014,7
ts20014,1
ts20014,13
tm181270,4
tm181270,2
tm181270,1
ts35570,7
ts35570,5
tm237143,12
tm237143,7
tm237143,6
tm237143,13
tm181081,1
tm181081,11
tm181081,5
tm181081,9
tm181081,8
ts20336,1
ts20336,9
ts20336,4
ts20336,3
ts20336,2
ts20336,5
ts35244,17
tm144121,1
tm144121,12
ts2161,7
ts2161,13
ts2161,6
ts2161,16
ts2161,3
ts2161,5
ts32271,1
ts20097,4
ts20097,15
ts20097,1
ts20097,6
ts20097,14
ts22383,16
ts22383,7
ts22383,13
ts22383,5
tm143642,4
tm143642,5
tm143642,15
tm143642,2
tm143642,1
ts36836,7
ts22426,3
ts22426,15
ts22426,16
ts22426,1
ts22426,6
ts22426,9
ts42168,3
ts42168,8
ts42168,1
ts42168,11
tm148976,0
tm148976,18
ts35282,1
ts35282,13
ts35282,9
tm136601,7
tm151716,0
tm166628,7
tm166628,16
tm166628,6
tm166628,13
tm140342,4
tm140342,15
tm140342,14
tm140342,3
tm140342,6
ts20883,13
ts20883,7
tm151447,4
tm151447,3
tm151447,2
tm147913,1
tm147913,7
tm147913,15
tm147913,9
tm147913,6
ts11794,16
ts11794,13
ts11794,6
ts11794,15
ts11794,7
ts98110,16
ts22445,7
ts22445,1
ts22445,9
tm469911,1
tm469911,2
tm469911,5
tm149038,7
tm149038,0
tm161562,1
tm161562,9
ts34066,15
ts34066,3
ts34066,13
ts34066,6
ts34066,9
ts34066,7
ts34066,1
ts521,17
tm71148,7
tm71148,1
tm71148,9
tm156811,7
tm156811,1
ts82979,16
ts82979,7
ts82979,1
ts82979,13
ts82979,3
ts82979,6
ts82979,5
ts33590,7
ts33590,13
ts33590,6
tm138431,0
tm138431,8
tm144046,7
ts33840,15
ts33840,16
ts33840,1
ts33840,6
ts33840,9
tm171965,7
tm171965,0
tm171965,9
tm157085,1
tm157085,9
tm185208,0
tm185208,5
tm185208,1
tm185208,13
tm180599,4
tm180599,14
tm180599,1
ts58137,3
ts58137,15
ts58137,1
ts58137,16
ts58137,7
ts58137,13
ts58137,6
tm154797,7
tm154797,2
tm154797,13
tm154797,16
ts20709,7
ts20709,16
ts20709,1
ts20709,18
ts10206,3
ts10206,16
ts10206,7
ts10206,1
ts10206,13
ts10206,6
ts10206,12
ts10206,9
ts154625,1
ts154625,4
ts37187,2
ts37187,1
ts37187,9
ts53641,16
tm148910,3
tm148910,1
tm148910,4
tm148910,2
tm182275,9
tm182275,4
tm182275,1
tm182275,2
tm182275,8
tm152904,7
tm152904,0
tm172710,0
tm143757,7
ts35628,7
ts35628,0
ts35628,17
ts57744,16
ts58010,7
ts58010,13
ts58010,12
ts58010,16
tm143372,15
tm143372,6
tm143372,1
tm143372,13
tm143372,16
tm143372,7
ts21368,3
ts21368,1
ts21368,9
ts21368,2
tm167944,1
tm167944,6
tm167944,16
tm167944,3
tm167944,9
tm167944,14
tm187390,0
tm187390,1
tm187390,11
tm143363,1
tm143363,7
tm143363,9
ts88394,0
ts88394,13
ts36127,7
ts36127,13
ts36127,18
ts36127,15
ts36127,16
ts36127,3
ts3799,7
ts3799,13
ts3799,6
ts3799,16
ts3799,3
tm171929,0
tm171929,18
tm155291,2
tm155291,9
tm155291,1
tm180643,7
tm180643,13
tm139617,6
tm139617,16
tm139617,13
tm139617,3
tm139617,7
ts16117,3
ts16117,1
ts16117,9
tm182969,14
tm215339,7
tm215339,0
tm151927,11
tm151927,3
tm151927,1
tm151927,18
tm139922,12
tm139922,0
tm185797,1
tm185797,7
tm185797,9
tm174289,16
tm174289,7
tm174289,13
tm174289,15
tm181092,4
tm181092,3
tm181092,2
ts20781,7
ts20781,1
tm180802,3
tm180802,16
tm180802,7
tm183706,0
tm183706,13
tm183706,11
tm168685,3
tm168685,4
tm199408,0
tm199408,7
tm140911,1
tm148597,0
tm148597,7
tm148597,12
ts76743,16
ts76743,3
ts76743,7
ts76743,1
ts76743,6
ts76743,13
ts83239,7
ts83239,16
ts83239,13
tm144021,3
tm144021,16
tm144021,13
tm144021,7
tm144021,15
tm148457,7
tm148457,9
ts75104,2
ts75104,3
tm148662,1
tm148662,2
ts34074,1
tm181550,3
tm181550,2
tm181550,1
tm181550,9
tm149914,7
tm145627,14
tm145627,4
tm186161,7
tm186161,1
tm186161,2
tm186161,3
tm183002,3
tm183002,4
tm183002,1
ts122290,1
ts75833,16
ts75833,13
tm158302,1
tm158302,7
tm182322,1
tm182322,18
tm157062,2
tm157062,3
tm157062,4
tm186054,12
tm186054,1
tm165504,2
tm165504,3
tm165504,7
tm165504,1
tm165504,4
tm167342,1
tm167342,0
tm35895,1
tm35895,7
tm35895,3
tm35895,0
tm35895,5
tm158980,7
tm158980,9
ts67797,16
ts67797,5
tm149747,1
tm149747,7
tm159819,9
tm159819,7
tm2269,7
tm2269,0
tm2269,1
tm2269,5
tm175753,7
tm175753,1
tm178513,1
tm178513,9
tm160034,1
tm160034,7
tm160034,9
tm142630,14
tm149578,0
tm149578,1
tm176481,9
tm176481,1
tm176481,3
tm176481,7
tm137379,16
tm137379,13
tm137379,3
tm360904,0
tm167107,3
tm167107,2
tm167107,4
tm167107,1
tm158546,4
tm158546,2
tm236725,0
tm151210,7
tm151210,0
tm146657,7
tm157681,1
tm145791,1
tm145791,7
tm145791,12
tm145791,13
tm145791,6
tm175954,7
tm175954,0
tm158436,0
tm158436,1
tm158436,11
tm172027,1
tm172027,11
tm172027,9
tm209037,0
tm153055,0
tm153055,13
tm155051,7
tm143299,4
tm143299,2
tm143299,1
tm348393,9
tm182227,7
tm182534,0
ts121189,11
ts121189,0
tm157461,9
tm157461,1
tm157461,7
tm370685,9
tm370685,1
ts20238,7
ts20238,9
tm157609,0
tm157609,5
tm152273,15
tm152273,3
tm152273,16
tm202914,0
tm202914,1
tm202914,7
tm202914,13
tm183654,7
tm183654,3
tm147518,0
tm197423,4
tm197423,2
tm197423,1
tm145658,1
tm145658,7
tm145658,3
tm145658,6
tm145658,9
ts82860,1
tm151860,0
tm151860,3
tm184511,1
tm184511,9
tm184511,4
tm145216,14
tm610571,1
tm529733,16
tm169054,1
tm169054,7
tm154729,9
tm154729,4
tm154729,7
tm154729,1
tm187505,9
tm187505,1
tm187505,7
tm177645,7
tm155507,7
tm182580,1
tm182580,13
tm182580,7
tm152843,7
tm147405,0
tm147405,8
tm185736,0
tm185736,12
tm587320,17
tm587320,5
tm183805,4
tm183805,7
tm183805,2
tm323262,1
tm323262,3
tm323262,9
tm181051,1
tm181051,5
tm169294,14
tm147908,4
tm178992,7
tm250364,6
tm250364,16
tm162259,1
tm166723,9
tm166723,7
tm166723,1
tm177224,7
tm177224,1
tm177224,9
tm187118,1
tm187118,7
ts144527,1
tm577690,4
tm577690,1
tm200926,1
tm200926,0
tm200926,5
tm155014,7
tm159296,7
tm159296,1
tm159296,9
tm179328,7
tm179328,9
ts32752,7
ts32752,1
tm528043,16
tm186408,6
tm157783,7
tm146144,3
tm146144,7
tm146144,1
tm146144,4
tm144541,4
tm144541,1
tm144541,5
tm175364,16
tm175364,6
tm136036,9
tm136036,7
tm136036,1
tm163066,0
tm188290,7
tm188290,9
tm1223427,16
tm142852,1
tm142852,9
tm142852,7
tm228574,7
tm171891,7
tm171891,1
tm171891,3
tm250247,16
tm176900,7
tm176900,1
tm176900,9
tm158671,6
tm158671,7
tm158671,13
tm158671,16
tm144557,13
tm144557,7
tm144557,9
tm528044,16
tm169669,1
tm169669,7
tm149541,7
tm144451,4
tm144451,2
tm144451,3
tm205684,2
tm205684,1
tm205684,7
tm175577,7
tm175577,9
tm178234,1
tm176553,1
tm176553,3
tm481846,16
tm138280,3
tm138280,4
tm156397,7
tm156397,1
tm156397,0
tm156397,5
tm159094,1
tm159094,3
tm159094,4
tm1194608,7
tm1194608,16
tm460055,0
tm460055,8
tm157286,4
tm179248,7
tm179248,2
tm179248,3
tm1036195,1
tm681614,7
tm681614,14
ts107543,9
ts107543,7
tm242276,4
tm242276,2
tm242276,1
tm242276,13
tm159701,7
tm177376,7
tm150962,7
tm150962,9
ts261583,7
ts8,1
ts8,2
ts37143,17
ts37143,0
ts38796,15
ts38796,4
ts38796,1
ts38796,6
ts38796,14
ts21867,7
ts41766,15
ts41766,9
ts41766,7
ts41766,1
ts41766,6
ts37539,3
ts37539,16
ts37539,7
ts37539,6
ts37539,15
ts37539,14
ts37539,1
tm232579,1
tm232579,7
ts36577,3
ts36577,1
ts36577,8
ts36577,11
ts36577,5
ts35201,1
ts35201,7
ts35201,6
ts35201,4
ts35201,16
tm243100,4
tm243100,10
tm243100,3
tm243100,2
tm243100,1
ts42069,1
ts42069,11
ts42069,5
ts36885,3
ts36885,15
ts36885,7
ts36885,14
ts36885,6
ts36885,4
tm195209,4
tm195209,2
tm195209,1
tm195209,5
tm239760,4
tm239760,14
tm204163,2
tm204163,8
tm204163,7
tm204163,1
ts36147,15
ts36147,2
ts36147,1
ts36147,6
ts35793,17
ts53051,15
ts53051,1
ts53051,6
tm135307,3
tm135307,2
tm135307,4
tm205890,3
tm205890,1
tm205890,2
tm205890,4
tm239727,4
tm239727,1
tm242705,14
tm242705,1
tm242705,6
tm242705,5
tm138905,4
tm138905,10
tm138905,1
tm138905,2
ts38199,15
ts38199,1
ts38199,6
ts42062,16
ts42062,3
ts42062,13
ts42062,6
ts42062,9
ts41961,1
ts41961,4
ts41961,3
ts41961,2
ts35251,1
ts35251,7
ts41956,8
ts41956,3
ts41956,1
ts41956,4
ts38718,2
ts38718,1
ts38718,14
ts38718,4
ts42014,0
ts42014,17
ts53664,8
ts53664,1
ts53664,4
ts53664,3
ts37866,7
ts37866,1
ts37866,5
ts42120,15
ts42120,4
ts42120,1
tm140391,3
tm140391,6
tm140391,13
tm140391,7
tm199607,1
tm199607,4
tm199607,0
tm137869,3
tm137869,4
tm137869,2
tm137869,1
ts42077,8
ts42077,9
ts42077,4
ts42077,1
ts42077,11
ts42077,5
ts52922,0
ts52922,11
ts18010,1
ts18010,4
ts36129,7
ts36631,1
ts36631,4
ts36631,2
ts36550,1
ts36550,3
ts36550,15
ts70529,7
ts70529,1
ts70529,11
ts41975,3
ts41975,8
ts41975,1
ts38734,2
ts38734,1
ts38734,5
ts36015,3
ts36015,1
tm120609,7
tm120609,1
tm120609,12
ts35554,4
ts35554,1
ts35554,2
ts35554,14
ts35554,7
ts21981,2
ts21981,15
ts21981,1
ts21981,7
ts21981,14
tm137693,14
tm137693,4
tm137693,9
tm137693,6
tm137693,1
ts35563,15
ts35563,3
ts35563,1
ts21869,15
ts21869,1
ts21869,4
tm137002,3
tm137002,1
tm137002,6
ts47714,7
tm206698,1
tm206698,14
tm206698,4
ts38710,10
ts38710,3
ts38710,15
ts38710,4
ts38710,1
ts38710,6
ts21885,7
ts21885,1
tm139841,14
tm139841,4
tm233377,1
tm233377,7
ts35253,15
ts35253,4
ts35253,1
ts35253,3
tm143984,3
tm143984,4
tm143984,1
tm143984,2
ts41289,7
ts41289,1
ts41289,5
tm233425,16
tm233425,1
tm233425,9
tm233425,13
ts38090,1
ts38090,11
ts38090,9
ts38090,8
ts38090,0
ts38090,7
ts38090,5
ts21986,15
ts21986,6
ts21986,7
ts21986,1
tm120108,3
tm120108,16
tm120108,13
tm120108,6
tm120108,1
tm120108,7
tm239676,14
tm239676,4
ts36177,15
ts36177,4
ts36177,1
ts36177,14
tm212927,3
tm212927,7
tm212927,9
tm194792,14
tm194792,4
ts35775,7
ts38415,3
ts38415,11
ts38415,1
ts42687,13
ts42687,16
ts42687,15
ts42687,3
ts42687,6
ts42687,5
ts38511,7
ts38511,1
ts38511,9
ts38304,7
ts35354,1
ts35354,15
ts35354,4
ts42170,7
ts42170,5
tm193769,11
tm193769,1
tm138297,14
tm138297,4
tm138297,1
ts41906,15
ts41906,7
ts41906,16
ts41906,6
tm132273,13
tm132273,6
tm132273,7
tm132273,16
tm132273,15
tm143085,2
tm143085,3
tm143085,15
tm143085,1
tm143085,4
tm245271,15
tm245271,3
tm245271,16
tm245271,6
tm245271,4
tm245271,14
tm245271,1
ts36046,7
ts36046,1
ts36046,13
tm135106,2
tm135106,4
tm135106,10
tm135106,3
tm135106,1
tm196296,1
tm196296,16
tm196296,13
tm196296,6
tm196296,4
tm196296,5
ts39007,15
ts39007,3
ts39007,6
ts39007,14
ts39007,1
tm209987,1
ts36545,1
ts36545,4
ts36545,2
tm219233,1
tm219233,9
ts42169,1
ts42169,4
ts42169,16
ts42169,6
ts42169,15
tm199700,1
tm199700,9
tm199700,5
ts36856,7
ts36856,1
ts36856,16
ts37971,1
ts37971,7
ts41490,3
ts41490,4
ts41490,2
ts41490,1
ts41963,1
ts41963,7
ts37464,8
ts37464,1
ts37464,4
tm233214,8
tm233214,1
tm233214,14
tm233214,4
tm233214,6
ts52838,15
ts52838,3
ts52838,1
ts52838,4
ts41149,7
ts41149,1
ts41149,10
tm136483,7
tm136483,9
ts53099,1
ts53099,2
ts53099,5
tm134791,4
tm134791,14
tm134791,1
tm221740,1
tm221740,6
tm140843,4
tm140843,3
tm140843,15
tm140843,1
ts38204,0
ts38204,2
tm219248,7
tm219248,1
tm196125,1
tm196125,7
tm196125,9
tm204035,4
tm204035,3
tm204035,15
ts82825,1
tm233521,1
tm233521,7
ts42655,2
ts42655,1
ts42655,3
tm206512,4
tm206512,1
tm206512,14
tm206512,15
tm206512,5
ts36983,7
ts36983,13
ts38783,8
ts38783,4
ts38116,8
ts38116,3
ts38116,15
ts38116,16
ts38116,1
tm239743,16
tm239743,1
tm239743,3
tm239743,4
tm239743,2
ts35256,0
tm200126,6
tm200126,14
tm200126,7
tm200126,1
tm200126,4
tm208622,3
tm208622,7
tm208622,15
ts35362,1
ts35362,4
ts35362,3
ts35362,5
ts42156,1
ts42156,9
tm244788,0
tm244788,11
tm244788,2
ts3844,1
ts3844,4
ts3844,2
ts3844,5
ts41913,15
ts41913,1
ts41913,6
ts41913,4
tm139532,1
tm139532,6
tm139532,14
tm139532,4
tm253083,9
tm253083,1
ts42119,1
tm136321,1
tm136321,15
tm136321,13
tm225308,0
ts52830,1
ts52830,7
tm238722,9
tm238722,1
ts42090,0
ts42090,18
tm136257,1
tm136257,8
tm244403,15
tm244403,4
tm244403,3
tm200690,14
tm200690,4
tm200690,15
tm200690,1
tm200690,6
ts53287,1
ts53287,0
ts53287,11
ts53287,8
ts37660,7
ts37660,1
ts37660,13
ts37660,9
tm147082,12
tm147082,0
ts38731,8
ts38731,1
ts38731,11
ts38731,5
ts38809,1
ts38809,12
tm233465,4
tm233465,14
tm233465,6
tm233465,1
ts53249,15
ts53249,3
ts53249,6
ts53249,7
ts53249,1
ts53249,16
ts53249,13
tm230551,3
tm230551,1
tm230551,11
ts42137,3
ts42137,15
ts42137,7
ts42137,6
ts42137,1
ts42137,16
ts42137,13
ts76956,7
ts38758,3
ts38758,15
ts38758,4
ts38758,16
ts38758,14
ts38758,1
ts38758,6
ts35987,7
ts35987,15
ts35987,16
ts35987,3
tm228677,1
tm228677,9
tm228677,3
tm228677,15
tm155102,4
tm155102,14
tm220594,0
tm243121,7
tm205812,8
tm205812,1
tm205812,4
tm205812,3
tm205812,11
tm205812,5
tm234586,4
tm234586,1
tm234586,2
ts38770,1
ts38770,7
tm135543,1
tm135543,9
tm135543,5
tm215638,3
tm215638,1
tm215638,5
tm239683,0
tm239683,2
tm239683,11
tm239683,18
ts42257,2
ts42257,4
ts42257,1
ts42257,6
ts42257,15
ts52829,4
ts52829,2
ts52829,1
ts52829,5
tm214825,10
tm214825,7
tm214825,3
tm242736,7
tm242736,12
tm242736,0
ts42022,1
ts42022,2
ts42022,4
ts42022,3
ts37944,7
ts37944,5
tm239707,3
tm239707,7
tm136061,1
tm136061,11
tm239733,4
tm239733,3
tm239733,1
ts38568,7
ts38568,1
ts38568,9
tm142881,6
tm142881,12
tm142881,9
tm142881,15
tm142881,1
tm142881,13
ts37779,7
ts37779,3
ts37779,2
ts37779,13
ts37779,6
ts37779,15
ts37779,16
ts37779,5
tm232953,1
tm232953,4
tm232953,3
tm232953,15
tm232953,2
tm193125,0
tm244507,1
tm244507,7
tm244507,5
tm134516,1
tm134516,3
tm134516,6
ts52981,17
tm270504,7
tm270504,4
ts41258,1
ts41258,13
ts41258,7
ts41258,9
tm244880,14
tm244880,4
tm244880,1
tm233317,3
tm233317,7
tm233317,13
tm205333,7
tm205333,9
ts43209,0
ts43209,11
ts43209,5
tm233533,1
tm233533,14
tm233533,2
ts55365,4
ts55365,14
ts55365,16
ts55365,7
ts55365,1
ts55365,13
ts55365,6
tm138672,1
tm138672,9
tm138672,2
tm138672,4
tm323616,4
tm323616,7
tm323616,9
ts119087,16
ts119087,13
ts36630,3
ts36630,7
ts36630,13
ts36630,16
ts41995,17
tm245378,1
tm221225,7
tm221225,12
tm221225,3
ts39017,3
ts39017,7
ts39017,13
ts39017,16
ts11670,7
ts11670,13
ts11670,16
ts11670,3
ts11670,6
ts11670,10
ts76079,16
ts76079,7
ts76079,13
ts76079,5
tm157283,1
tm157283,7
tm211302,1
tm211302,9
tm211302,7
ts43272,17
ts43272,1
tm253080,0
tm253080,5
ts36547,1
ts36547,7
ts56748,1
ts56748,4
ts56748,17
tm139194,16
tm139194,13
tm139194,3
tm139194,7
tm139194,15
tm139194,6
ts53155,7
ts53155,14
ts53155,15
ts53155,5
tm238748,4
tm238748,14
ts42127,7
ts41883,3
ts41883,1
ts41883,8
ts41883,9
ts41883,4
tm233544,3
tm233544,1
tm233544,11
ts42628,7
ts37804,7
ts56674,16
ts56674,15
ts56674,7
ts56674,13
ts56674,11
ts35406,15
ts35406,4
ts35406,1
ts41253,1
ts41253,9
ts54110,7
ts54110,16
ts54110,13
ts54110,5
ts77654,16
tm244134,7
tm244134,9
tm244134,0
tm244134,5
ts79799,15
ts79799,13
ts79799,16
ts79799,3
ts79799,7
ts79799,6
ts79799,1
tm233616,13
tm233616,16
tm233616,3
tm233616,7
tm233616,15
tm244381,2
tm244381,4
tm244381,3
ts54028,1
ts54028,2
ts54028,4
ts38230,2
ts38230,1
ts38230,4
tm238661,7
ts56032,3
ts56032,1
tm244915,9
tm244915,3
tm244915,4
ts128895,1
tm219276,1
tm219276,7
tm219276,9
ts58068,2
ts58068,0
ts37896,11
ts37896,0
ts37896,5
tm316731,7
ts43230,3
